time,hwi,source,warning_level
1976-01-01,2.0,historical,orange
1977-01-01,2.0,historical,orange
1978-01-01,3.0,historical,orange
1979-01-01,2.0,historical,orange
1980-01-01,0.0,historical,orange
1981-01-01,1.0,historical,orange
1982-01-01,1.0,historical,orange
1983-01-01,1.0,historical,orange
1984-01-01,3.0,historical,orange
1985-01-01,1.0,historical,orange
1986-01-01,1.0,historical,orange
1987-01-01,1.0,historical,orange
1988-01-01,0.0,historical,orange
1989-01-01,2.0,historical,orange
1990-01-01,1.0,historical,orange
1991-01-01,1.0,historical,orange
1992-01-01,0.0,historical,orange
1993-01-01,1.0,historical,orange
1994-01-01,0.0,historical,orange
1995-01-01,1.0,historical,orange
1996-01-01,3.0,historical,orange
1997-01-01,1.0,historical,orange
1998-01-01,1.0,historical,orange
1999-01-01,2.0,historical,orange
2000-01-01,2.0,historical,orange
2001-01-01,2.0,historical,orange
2002-01-01,1.0,historical,orange
2003-01-01,3.0,historical,orange
2004-01-01,2.0,historical,orange
2005-01-01,3.0,historical,orange
2006-01-01,4.0,historical,orange
2007-01-01,2.0,historical,orange
2008-01-01,2.0,historical,orange
2009-01-01,3.0,historical,orange
2010-01-01,3.0,historical,orange
2011-01-01,4.0,historical,orange
2012-01-01,3.0,historical,orange
2013-01-01,3.0,historical,orange
2014-01-01,3.0,historical,orange
2015-01-01,3.0,ssp126,orange
2016-01-01,3.0,ssp126,orange
2017-01-01,6.0,ssp126,orange
2018-01-01,3.0,ssp126,orange
2019-01-01,3.0,ssp126,orange
2020-01-01,2.0,ssp126,orange
2021-01-01,5.0,ssp126,orange
2022-01-01,4.0,ssp126,orange
2023-01-01,3.0,ssp126,orange
2024-01-01,3.0,ssp126,orange
2025-01-01,3.0,ssp126,orange
2026-01-01,2.0,ssp126,orange
2027-01-01,2.0,ssp126,orange
2028-01-01,6.0,ssp126,orange
2029-01-01,3.0,ssp126,orange
2030-01-01,3.0,ssp126,orange
2031-01-01,4.0,ssp126,orange
2032-01-01,4.0,ssp126,orange
2033-01-01,8.0,ssp126,orange
2034-01-01,4.0,ssp126,orange
2035-01-01,4.0,ssp126,orange
2036-01-01,5.0,ssp126,orange
2037-01-01,3.0,ssp126,orange
2038-01-01,4.0,ssp126,orange
2039-01-01,5.0,ssp126,orange
2040-01-01,2.0,ssp126,orange
2041-01-01,5.0,ssp126,orange
2042-01-01,6.0,ssp126,orange
2043-01-01,3.0,ssp126,orange
2044-01-01,4.0,ssp126,orange
2045-01-01,3.0,ssp126,orange
2046-01-01,4.0,ssp126,orange
2047-01-01,3.0,ssp126,orange
2048-01-01,4.0,ssp126,orange
2049-01-01,4.0,ssp126,orange
2050-01-01,3.0,ssp126,orange
2051-01-01,5.0,ssp126,orange
2052-01-01,5.0,ssp126,orange
2053-01-01,3.0,ssp126,orange
2054-01-01,3.0,ssp126,orange
2055-01-01,6.0,ssp126,orange
2056-01-01,4.0,ssp126,orange
2057-01-01,4.0,ssp126,orange
2058-01-01,4.0,ssp126,orange
2059-01-01,6.0,ssp126,orange
2060-01-01,7.0,ssp126,orange
2061-01-01,5.0,ssp126,orange
2062-01-01,5.0,ssp126,orange
2063-01-01,7.0,ssp126,orange
2064-01-01,4.0,ssp126,orange
2065-01-01,5.0,ssp126,orange
2066-01-01,4.0,ssp126,orange
2067-01-01,5.0,ssp126,orange
2068-01-01,4.0,ssp126,orange
2069-01-01,6.0,ssp126,orange
2070-01-01,3.0,ssp126,orange
2071-01-01,4.0,ssp126,orange
2072-01-01,2.0,ssp126,orange
2073-01-01,5.0,ssp126,orange
2074-01-01,6.0,ssp126,orange
2075-01-01,5.0,ssp126,orange
2076-01-01,1.0,ssp126,orange
2077-01-01,3.0,ssp126,orange
2078-01-01,4.0,ssp126,orange
2079-01-01,4.0,ssp126,orange
2080-01-01,5.0,ssp126,orange
2081-01-01,4.0,ssp126,orange
2082-01-01,5.0,ssp126,orange
2083-01-01,4.0,ssp126,orange
2084-01-01,5.0,ssp126,orange
2085-01-01,3.0,ssp126,orange
2086-01-01,6.0,ssp126,orange
2087-01-01,4.0,ssp126,orange
2088-01-01,4.0,ssp126,orange
2089-01-01,4.0,ssp126,orange
2090-01-01,5.0,ssp126,orange
2091-01-01,5.0,ssp126,orange
2092-01-01,5.0,ssp126,orange
2093-01-01,4.0,ssp126,orange
2094-01-01,8.0,ssp126,orange
2095-01-01,6.0,ssp126,orange
2096-01-01,5.0,ssp126,orange
2097-01-01,8.0,ssp126,orange
2098-01-01,4.0,ssp126,orange
2099-01-01,6.0,ssp126,orange
2100-01-01,4.0,ssp126,orange
2015-01-01,3.0,ssp245,orange
2016-01-01,3.0,ssp245,orange
2017-01-01,3.0,ssp245,orange
2018-01-01,2.0,ssp245,orange
2019-01-01,2.0,ssp245,orange
2020-01-01,3.0,ssp245,orange
2021-01-01,2.0,ssp245,orange
2022-01-01,3.0,ssp245,orange
2023-01-01,3.0,ssp245,orange
2024-01-01,2.0,ssp245,orange
2025-01-01,4.0,ssp245,orange
2026-01-01,4.0,ssp245,orange
2027-01-01,2.0,ssp245,orange
2028-01-01,4.0,ssp245,orange
2029-01-01,4.0,ssp245,orange
2030-01-01,4.0,ssp245,orange
2031-01-01,5.0,ssp245,orange
2032-01-01,4.0,ssp245,orange
2033-01-01,3.0,ssp245,orange
2034-01-01,3.0,ssp245,orange
2035-01-01,4.0,ssp245,orange
2036-01-01,4.0,ssp245,orange
2037-01-01,6.0,ssp245,orange
2038-01-01,4.0,ssp245,orange
2039-01-01,4.0,ssp245,orange
2040-01-01,4.0,ssp245,orange
2041-01-01,4.0,ssp245,orange
2042-01-01,5.0,ssp245,orange
2043-01-01,7.0,ssp245,orange
2044-01-01,5.0,ssp245,orange
2045-01-01,3.0,ssp245,orange
2046-01-01,4.0,ssp245,orange
2047-01-01,6.0,ssp245,orange
2048-01-01,7.0,ssp245,orange
2049-01-01,4.0,ssp245,orange
2050-01-01,3.0,ssp245,orange
2051-01-01,6.0,ssp245,orange
2052-01-01,5.0,ssp245,orange
2053-01-01,5.0,ssp245,orange
2054-01-01,5.0,ssp245,orange
2055-01-01,5.0,ssp245,orange
2056-01-01,7.0,ssp245,orange
2057-01-01,6.0,ssp245,orange
2058-01-01,5.0,ssp245,orange
2059-01-01,7.0,ssp245,orange
2060-01-01,5.0,ssp245,orange
2061-01-01,6.0,ssp245,orange
2062-01-01,8.0,ssp245,orange
2063-01-01,7.0,ssp245,orange
2064-01-01,5.0,ssp245,orange
2065-01-01,6.0,ssp245,orange
2066-01-01,6.0,ssp245,orange
2067-01-01,6.0,ssp245,orange
2068-01-01,7.0,ssp245,orange
2069-01-01,9.0,ssp245,orange
2070-01-01,6.0,ssp245,orange
2071-01-01,8.0,ssp245,orange
2072-01-01,8.0,ssp245,orange
2073-01-01,6.0,ssp245,orange
2074-01-01,6.0,ssp245,orange
2075-01-01,8.0,ssp245,orange
2076-01-01,6.0,ssp245,orange
2077-01-01,7.0,ssp245,orange
2078-01-01,6.0,ssp245,orange
2079-01-01,10.0,ssp245,orange
2080-01-01,6.0,ssp245,orange
2081-01-01,8.0,ssp245,orange
2082-01-01,12.0,ssp245,orange
2083-01-01,9.0,ssp245,orange
2084-01-01,6.0,ssp245,orange
2085-01-01,7.0,ssp245,orange
2086-01-01,8.0,ssp245,orange
2087-01-01,8.0,ssp245,orange
2088-01-01,9.0,ssp245,orange
2089-01-01,8.0,ssp245,orange
2090-01-01,6.0,ssp245,orange
2091-01-01,11.0,ssp245,orange
2092-01-01,9.0,ssp245,orange
2093-01-01,8.0,ssp245,orange
2094-01-01,9.0,ssp245,orange
2095-01-01,9.0,ssp245,orange
2096-01-01,4.0,ssp245,orange
2097-01-01,7.0,ssp245,orange
2098-01-01,8.0,ssp245,orange
2099-01-01,6.0,ssp245,orange
2100-01-01,7.0,ssp245,orange
2015-01-01,2.0,ssp370,orange
2016-01-01,2.0,ssp370,orange
2017-01-01,2.0,ssp370,orange
2018-01-01,3.0,ssp370,orange
2019-01-01,3.0,ssp370,orange
2020-01-01,2.0,ssp370,orange
2021-01-01,4.0,ssp370,orange
2022-01-01,3.0,ssp370,orange
2023-01-01,4.0,ssp370,orange
2024-01-01,4.0,ssp370,orange
2025-01-01,3.0,ssp370,orange
2026-01-01,4.0,ssp370,orange
2027-01-01,1.0,ssp370,orange
2028-01-01,4.0,ssp370,orange
2029-01-01,4.0,ssp370,orange
2030-01-01,5.0,ssp370,orange
2031-01-01,3.0,ssp370,orange
2032-01-01,4.0,ssp370,orange
2033-01-01,3.0,ssp370,orange
2034-01-01,5.0,ssp370,orange
2035-01-01,3.0,ssp370,orange
2036-01-01,8.0,ssp370,orange
2037-01-01,5.0,ssp370,orange
2038-01-01,4.0,ssp370,orange
2039-01-01,6.0,ssp370,orange
2040-01-01,2.0,ssp370,orange
2041-01-01,5.0,ssp370,orange
2042-01-01,4.0,ssp370,orange
2043-01-01,4.0,ssp370,orange
2044-01-01,5.0,ssp370,orange
2045-01-01,4.0,ssp370,orange
2046-01-01,3.0,ssp370,orange
2047-01-01,5.0,ssp370,orange
2048-01-01,4.0,ssp370,orange
2049-01-01,9.0,ssp370,orange
2050-01-01,6.0,ssp370,orange
2051-01-01,4.0,ssp370,orange
2052-01-01,5.0,ssp370,orange
2053-01-01,9.0,ssp370,orange
2054-01-01,5.0,ssp370,orange
2055-01-01,5.0,ssp370,orange
2056-01-01,8.0,ssp370,orange
2057-01-01,6.0,ssp370,orange
2058-01-01,7.0,ssp370,orange
2059-01-01,6.0,ssp370,orange
2060-01-01,8.0,ssp370,orange
2061-01-01,7.0,ssp370,orange
2062-01-01,12.0,ssp370,orange
2063-01-01,7.0,ssp370,orange
2064-01-01,8.0,ssp370,orange
2065-01-01,7.0,ssp370,orange
2066-01-01,7.0,ssp370,orange
2067-01-01,8.0,ssp370,orange
2068-01-01,8.0,ssp370,orange
2069-01-01,7.0,ssp370,orange
2070-01-01,8.0,ssp370,orange
2071-01-01,10.0,ssp370,orange
2072-01-01,8.0,ssp370,orange
2073-01-01,9.0,ssp370,orange
2074-01-01,11.0,ssp370,orange
2075-01-01,11.0,ssp370,orange
2076-01-01,11.0,ssp370,orange
2077-01-01,11.0,ssp370,orange
2078-01-01,13.0,ssp370,orange
2079-01-01,12.0,ssp370,orange
2080-01-01,14.0,ssp370,orange
2081-01-01,10.0,ssp370,orange
2082-01-01,12.0,ssp370,orange
2083-01-01,13.0,ssp370,orange
2084-01-01,10.0,ssp370,orange
2085-01-01,13.0,ssp370,orange
2086-01-01,13.0,ssp370,orange
2087-01-01,12.0,ssp370,orange
2088-01-01,16.0,ssp370,orange
2089-01-01,13.0,ssp370,orange
2090-01-01,12.0,ssp370,orange
2091-01-01,15.0,ssp370,orange
2092-01-01,15.0,ssp370,orange
2093-01-01,14.0,ssp370,orange
2094-01-01,15.0,ssp370,orange
2095-01-01,13.0,ssp370,orange
2096-01-01,16.0,ssp370,orange
2097-01-01,19.0,ssp370,orange
2098-01-01,15.0,ssp370,orange
2099-01-01,18.0,ssp370,orange
2100-01-01,18.0,ssp370,orange
1950-01-01,1.0,historical,red
1951-01-01,1.0,historical,red
1952-01-01,0.0,historical,red
1953-01-01,0.0,historical,red
1954-01-01,0.0,historical,red
1955-01-01,0.0,historical,red
1956-01-01,1.0,historical,red
1957-01-01,1.0,historical,red
1958-01-01,0.0,historical,red
1959-01-01,0.0,historical,red
1960-01-01,1.0,historical,red
1961-01-01,0.0,historical,red
1962-01-01,1.0,historical,red
1963-01-01,0.0,historical,red
1964-01-01,0.0,historical,red
1965-01-01,0.0,historical,red
1966-01-01,0.0,historical,red
1967-01-01,1.0,historical,red
1968-01-01,1.0,historical,red
1969-01-01,1.0,historical,red
1970-01-01,0.0,historical,red
1971-01-01,0.0,historical,red
1972-01-01,0.0,historical,red
1973-01-01,0.0,historical,red
1974-01-01,1.0,historical,red
1975-01-01,0.0,historical,red
1976-01-01,1.0,historical,red
1977-01-01,1.0,historical,red
1978-01-01,1.0,historical,red
1979-01-01,1.0,historical,red
1980-01-01,0.0,historical,red
1981-01-01,0.0,historical,red
1982-01-01,0.0,historical,red
1983-01-01,0.0,historical,red
1984-01-01,1.0,historical,red
1985-01-01,0.0,historical,red
1986-01-01,0.0,historical,red
1987-01-01,0.0,historical,red
1988-01-01,0.0,historical,red
1989-01-01,1.0,historical,red
1990-01-01,0.0,historical,red
1991-01-01,0.0,historical,red
1992-01-01,0.0,historical,red
1993-01-01,0.0,historical,red
1994-01-01,0.0,historical,red
1995-01-01,0.0,historical,red
1996-01-01,1.0,historical,red
1997-01-01,0.0,historical,red
1998-01-01,0.0,historical,red
1999-01-01,0.0,historical,red
2000-01-01,1.0,historical,red
2001-01-01,0.0,historical,red
2002-01-01,1.0,historical,red
2003-01-01,1.0,historical,red
2004-01-01,1.0,historical,red
2005-01-01,1.0,historical,red
2006-01-01,1.0,historical,red
2007-01-01,0.0,historical,red
2008-01-01,1.0,historical,red
2009-01-01,1.0,historical,red
2010-01-01,2.0,historical,red
2011-01-01,1.0,historical,red
2012-01-01,1.0,historical,red
2013-01-01,0.0,historical,red
2014-01-01,1.0,historical,red
2015-01-01,1.0,ssp126,red
2016-01-01,1.0,ssp126,red
2017-01-01,2.0,ssp126,red
2018-01-01,1.0,ssp126,red
2019-01-01,1.0,ssp126,red
2020-01-01,1.0,ssp126,red
2021-01-01,1.0,ssp126,red
2022-01-01,1.0,ssp126,red
2023-01-01,1.0,ssp126,red
2024-01-01,1.0,ssp126,red
2025-01-01,1.0,ssp126,red
2026-01-01,0.0,ssp126,red
2027-01-01,1.0,ssp126,red
2028-01-01,1.0,ssp126,red
2029-01-01,1.0,ssp126,red
2030-01-01,0.0,ssp126,red
2031-01-01,1.0,ssp126,red
2032-01-01,2.0,ssp126,red
2033-01-01,4.0,ssp126,red
2034-01-01,1.0,ssp126,red
2035-01-01,2.0,ssp126,red
2036-01-01,1.0,ssp126,red
2037-01-01,1.0,ssp126,red
2038-01-01,1.0,ssp126,red
2039-01-01,2.0,ssp126,red
2040-01-01,0.0,ssp126,red
2041-01-01,2.0,ssp126,red
2042-01-01,2.0,ssp126,red
2043-01-01,1.0,ssp126,red
2044-01-01,1.0,ssp126,red
2045-01-01,1.0,ssp126,red
2046-01-01,1.0,ssp126,red
2047-01-01,1.0,ssp126,red
2048-01-01,1.0,ssp126,red
2049-01-01,1.0,ssp126,red
2050-01-01,1.0,ssp126,red
2051-01-01,1.0,ssp126,red
2052-01-01,2.0,ssp126,red
2053-01-01,1.0,ssp126,red
2054-01-01,1.0,ssp126,red
2055-01-01,2.0,ssp126,red
2056-01-01,1.0,ssp126,red
2057-01-01,2.0,ssp126,red
2058-01-01,1.0,ssp126,red
2059-01-01,2.0,ssp126,red
2060-01-01,2.0,ssp126,red
2061-01-01,2.0,ssp126,red
2062-01-01,2.0,ssp126,red
2063-01-01,2.0,ssp126,red
2064-01-01,1.0,ssp126,red
2065-01-01,2.0,ssp126,red
2066-01-01,1.0,ssp126,red
2067-01-01,1.0,ssp126,red
2068-01-01,1.0,ssp126,red
2069-01-01,2.0,ssp126,red
2070-01-01,0.0,ssp126,red
2071-01-01,1.0,ssp126,red
2072-01-01,0.0,ssp126,red
2073-01-01,2.0,ssp126,red
2074-01-01,2.0,ssp126,red
2075-01-01,2.0,ssp126,red
2076-01-01,1.0,ssp126,red
2077-01-01,1.0,ssp126,red
2078-01-01,1.0,ssp126,red
2079-01-01,1.0,ssp126,red
2080-01-01,2.0,ssp126,red
2081-01-01,1.0,ssp126,red
2082-01-01,1.0,ssp126,red
2083-01-01,1.0,ssp126,red
2084-01-01,1.0,ssp126,red
2085-01-01,1.0,ssp126,red
2086-01-01,2.0,ssp126,red
2087-01-01,1.0,ssp126,red
2088-01-01,1.0,ssp126,red
2089-01-01,1.0,ssp126,red
2090-01-01,1.0,ssp126,red
2091-01-01,2.0,ssp126,red
2092-01-01,1.0,ssp126,red
2093-01-01,2.0,ssp126,red
2094-01-01,3.0,ssp126,red
2095-01-01,2.0,ssp126,red
2096-01-01,2.0,ssp126,red
2097-01-01,3.0,ssp126,red
2098-01-01,1.0,ssp126,red
2099-01-01,3.0,ssp126,red
2100-01-01,1.0,ssp126,red
2015-01-01,1.0,ssp245,red
2016-01-01,1.0,ssp245,red
2017-01-01,1.0,ssp245,red
2018-01-01,1.0,ssp245,red
2019-01-01,1.0,ssp245,red
2020-01-01,0.0,ssp245,red
2021-01-01,0.0,ssp245,red
2022-01-01,1.0,ssp245,red
2023-01-01,1.0,ssp245,red
2024-01-01,1.0,ssp245,red
2025-01-01,2.0,ssp245,red
2026-01-01,2.0,ssp245,red
2027-01-01,1.0,ssp245,red
2028-01-01,2.0,ssp245,red
2029-01-01,1.0,ssp245,red
2030-01-01,1.0,ssp245,red
2031-01-01,2.0,ssp245,red
2032-01-01,1.0,ssp245,red
2033-01-01,1.0,ssp245,red
2034-01-01,1.0,ssp245,red
2035-01-01,2.0,ssp245,red
2036-01-01,1.0,ssp245,red
2037-01-01,1.0,ssp245,red
2038-01-01,1.0,ssp245,red
2039-01-01,1.0,ssp245,red
2040-01-01,1.0,ssp245,red
2041-01-01,1.0,ssp245,red
2042-01-01,2.0,ssp245,red
2043-01-01,3.0,ssp245,red
2044-01-01,2.0,ssp245,red
2045-01-01,1.0,ssp245,red
2046-01-01,1.0,ssp245,red
2047-01-01,2.0,ssp245,red
2048-01-01,3.0,ssp245,red
2049-01-01,2.0,ssp245,red
2050-01-01,1.0,ssp245,red
2051-01-01,3.0,ssp245,red
2052-01-01,2.0,ssp245,red
2053-01-01,1.0,ssp245,red
2054-01-01,1.0,ssp245,red
2055-01-01,1.0,ssp245,red
2056-01-01,3.0,ssp245,red
2057-01-01,3.0,ssp245,red
2058-01-01,1.0,ssp245,red
2059-01-01,3.0,ssp245,red
2060-01-01,2.0,ssp245,red
2061-01-01,2.0,ssp245,red
2062-01-01,3.0,ssp245,red
2063-01-01,3.0,ssp245,red
2064-01-01,2.0,ssp245,red
2065-01-01,2.0,ssp245,red
2066-01-01,2.0,ssp245,red
2067-01-01,2.0,ssp245,red
2068-01-01,2.0,ssp245,red
2069-01-01,3.0,ssp245,red
2070-01-01,2.0,ssp245,red
2071-01-01,3.0,ssp245,red
2072-01-01,3.0,ssp245,red
2073-01-01,1.0,ssp245,red
2074-01-01,2.0,ssp245,red
2075-01-01,3.0,ssp245,red
2076-01-01,2.0,ssp245,red
2077-01-01,2.0,ssp245,red
2078-01-01,2.0,ssp245,red
2079-01-01,4.0,ssp245,red
2080-01-01,2.0,ssp245,red
2081-01-01,3.0,ssp245,red
2082-01-01,4.0,ssp245,red
2083-01-01,3.0,ssp245,red
2084-01-01,2.0,ssp245,red
2085-01-01,2.0,ssp245,red
2086-01-01,2.0,ssp245,red
2087-01-01,3.0,ssp245,red
2088-01-01,3.0,ssp245,red
2089-01-01,3.0,ssp245,red
2090-01-01,2.0,ssp245,red
2091-01-01,4.0,ssp245,red
2092-01-01,3.0,ssp245,red
2093-01-01,3.0,ssp245,red
2094-01-01,3.0,ssp245,red
2095-01-01,3.0,ssp245,red
2096-01-01,1.0,ssp245,red
2097-01-01,2.0,ssp245,red
2098-01-01,3.0,ssp245,red
2099-01-01,2.0,ssp245,red
2100-01-01,2.0,ssp245,red
2015-01-01,0.0,ssp370,red
2016-01-01,1.0,ssp370,red
2017-01-01,1.0,ssp370,red
2018-01-01,1.0,ssp370,red
2019-01-01,1.0,ssp370,red
2020-01-01,0.0,ssp370,red
2021-01-01,1.0,ssp370,red
2022-01-01,1.0,ssp370,red
2023-01-01,1.0,ssp370,red
2024-01-01,2.0,ssp370,red
2025-01-01,1.0,ssp370,red
2026-01-01,1.0,ssp370,red
2027-01-01,0.0,ssp370,red
2028-01-01,2.0,ssp370,red
2029-01-01,1.0,ssp370,red
2030-01-01,2.0,ssp370,red
2031-01-01,1.0,ssp370,red
2032-01-01,1.0,ssp370,red
2033-01-01,1.0,ssp370,red
2034-01-01,2.0,ssp370,red
2035-01-01,1.0,ssp370,red
2036-01-01,3.0,ssp370,red
2037-01-01,2.0,ssp370,red
2038-01-01,2.0,ssp370,red
2039-01-01,2.0,ssp370,red
2040-01-01,1.0,ssp370,red
2041-01-01,2.0,ssp370,red
2042-01-01,1.0,ssp370,red
2043-01-01,2.0,ssp370,red
2044-01-01,2.0,ssp370,red
2045-01-01,1.0,ssp370,red
2046-01-01,1.0,ssp370,red
2047-01-01,2.0,ssp370,red
2048-01-01,1.0,ssp370,red
2049-01-01,3.0,ssp370,red
2050-01-01,2.0,ssp370,red
2051-01-01,2.0,ssp370,red
2052-01-01,1.0,ssp370,red
2053-01-01,4.0,ssp370,red
2054-01-01,2.0,ssp370,red
2055-01-01,2.0,ssp370,red
2056-01-01,2.0,ssp370,red
2057-01-01,2.0,ssp370,red
2058-01-01,3.0,ssp370,red
2059-01-01,2.0,ssp370,red
2060-01-01,3.0,ssp370,red
2061-01-01,2.0,ssp370,red
2062-01-01,4.0,ssp370,red
2063-01-01,2.0,ssp370,red
2064-01-01,2.0,ssp370,red
2065-01-01,3.0,ssp370,red
2066-01-01,3.0,ssp370,red
2067-01-01,3.0,ssp370,red
2068-01-01,3.0,ssp370,red
2069-01-01,2.0,ssp370,red
2070-01-01,3.0,ssp370,red
2071-01-01,3.0,ssp370,red
2072-01-01,3.0,ssp370,red
2073-01-01,3.0,ssp370,red
2074-01-01,3.0,ssp370,red
2075-01-01,5.0,ssp370,red
2076-01-01,4.0,ssp370,red
2077-01-01,5.0,ssp370,red
2078-01-01,4.0,ssp370,red
2079-01-01,4.0,ssp370,red
2080-01-01,5.0,ssp370,red
2081-01-01,5.0,ssp370,red
2082-01-01,5.0,ssp370,red
2083-01-01,5.0,ssp370,red
2084-01-01,3.0,ssp370,red
2085-01-01,3.0,ssp370,red
2086-01-01,4.0,ssp370,red
2087-01-01,3.0,ssp370,red
2088-01-01,6.0,ssp370,red
2089-01-01,4.0,ssp370,red
2090-01-01,4.0,ssp370,red
2091-01-01,5.0,ssp370,red
2092-01-01,5.0,ssp370,red
2093-01-01,5.0,ssp370,red
2094-01-01,5.0,ssp370,red
2095-01-01,5.0,ssp370,red
2096-01-01,6.0,ssp370,red
2097-01-01,7.0,ssp370,red
2098-01-01,4.0,ssp370,red
2099-01-01,7.0,ssp370,red
2100-01-01,6.0,ssp370,red
